attack,defense,height_m,hp,sp_attack,sp_defense,speed,weight_kg,type1_bug,type1_dark,type1_dragon,type1_electric,type1_fairy,type1_fighting,type1_fire,type1_flying,type1_ghost,type1_grass,type1_ground,type1_ice,type1_normal,type1_poison,type1_psychic,type1_rock,type1_steel,type1_water,type2_None,type2_bug,type2_dark,type2_dragon,type2_electric,type2_fairy,type2_fighting,type2_fire,type2_flying,type2_ghost,type2_grass,type2_ground,type2_ice,type2_normal,type2_poison,type2_psychic,type2_rock,type2_steel,type2_water
0.11111111111111112,0.19999999999999998,0.03472222222222222,0.1732283464566929,0.08152173913043478,0.023809523809523808,0.17142857142857143,0.009901980396079216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8055555555555556,0.15555555555555556,0.0625,0.25196850393700787,0.027173913043478264,0.28571428571428575,0.8,0.029405881176235247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2222222222222222,0.15555555555555556,0.013888888888888888,0.15354330708661418,0.1358695652173913,0.07142857142857144,0.2914285714285714,0.0017003400680136028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3055555555555556,0.2222222222222222,0.06944444444444445,0.2440944881889764,0.21739130434782608,0.14285714285714285,0.3771428571428571,0.02990598119623925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4166666666666667,0.33333333333333337,0.09722222222222222,0.3228346456692913,0.6793478260869564,0.28571428571428575,0.6628571428571428,0.039407881576315265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2833333333333333,0.13333333333333333,0.0625,0.11417322834645668,0.08152173913043478,0.07142857142857144,0.38285714285714284,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3666666666666667,0.2888888888888889,0.0625,0.29133858267716534,0.16304347826086957,0.28571428571428575,0.4114285714285714,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3055555555555556,0.1111111111111111,0.013888888888888888,0.15354330708661418,0.1141304347826087,0.052380952380952375,0.37142857142857144,0.001900380076015203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4722222222222222,0.26666666666666666,0.07638888888888888,0.25196850393700787,0.2771739130434782,0.19523809523809527,0.5428571428571428,0.03790758151630326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3055555555555556,0.17333333333333334,0.13194444444444445,0.13385826771653545,0.16304347826086957,0.16190476190476194,0.2857142857142857,0.006801360272054411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.28444444444444444,0.23611111111111113,0.23228346456692914,0.29891304347826086,0.280952380952381,0.42857142857142855,0.0649129825965193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2777777777777778,0.15555555555555556,0.020833333333333336,0.13385826771653545,0.21739130434782608,0.14285714285714285,0.48571428571428565,0.005901180236047209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.19999999999999998,0.0625,0.23228346456692914,0.4619565217391304,0.3095238095238096,0.6,0.027205441088217645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3888888888888889,0.3777777777777778,0.0625,0.19291338582677164,0.0,0.07142857142857144,0.19999999999999998,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5277777777777778,0.5111111111111111,0.0625,0.29133858267716534,0.08152173913043478,0.2142857142857143,0.34285714285714286,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.23333333333333334,0.20888888888888887,0.020833333333333336,0.2125984251968504,0.16304347826086957,0.09523809523809525,0.2057142857142857,0.006901380276055211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31666666666666665,0.27555555555555555,0.04861111111111111,0.27165354330708663,0.24456521739130435,0.16666666666666669,0.2914285714285714,0.019903980796159234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4833333333333334,0.36444444444444446,0.08333333333333334,0.35039370078740156,0.35326086956521735,0.3095238095238096,0.4057142857142857,0.059911982396479296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.28888888888888886,0.15555555555555556,0.02777777777777778,0.17716535433070868,0.16304347826086957,0.09523809523809525,0.2571428571428571,0.008901780356071214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37222222222222223,0.23111111111111113,0.05555555555555555,0.23622047244094488,0.24456521739130435,0.16666666666666669,0.34285714285714286,0.019403880776155232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5388888888888889,0.32,0.09027777777777778,0.31496062992125984,0.4076086956521739,0.2619047619047619,0.45714285714285713,0.0619123824764953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2222222222222222,0.1911111111111111,0.03472222222222222,0.27165354330708663,0.2717391304347826,0.2142857142857143,0.17142857142857143,0.007401480296059212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3611111111111111,0.3022222222222222,0.08333333333333334,0.3700787401574803,0.4619565217391304,0.33333333333333337,0.3142857142857143,0.03990798159631927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19999999999999998,0.15555555555555556,0.0625,0.1456692913385827,0.21739130434782608,0.2142857142857143,0.34285714285714286,0.027205441088217645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34444444444444444,0.3111111111111111,0.0625,0.28346456692913385,0.3858695652173913,0.380952380952381,0.5942857142857143,0.027205441088217645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2222222222222222,0.06666666666666667,0.02777777777777778,0.44881889763779526,0.19021739130434784,0.023809523809523808,0.08571428571428572,0.005401080216043209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3611111111111111,0.17777777777777778,0.0625,0.547244094488189,0.4076086956521739,0.14285714285714285,0.22857142857142854,0.011902380476095218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.13333333333333333,0.04861111111111111,0.15354330708661418,0.10869565217391305,0.09523809523809525,0.2857142857142857,0.007401480296059212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4166666666666667,0.2888888888888889,0.10416666666666667,0.29133858267716534,0.29891304347826086,0.2619047619047619,0.48571428571428565,0.05491098219643929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.25,0.2222222222222222,0.02777777777777778,0.1732283464566929,0.35326086956521735,0.2142857142857143,0.14285714285714285,0.0053010602120424095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3333333333333333,0.2888888888888889,0.04861111111111111,0.23228346456692914,0.4076086956521739,0.2619047619047619,0.19999999999999998,0.008501700340068013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4166666666666667,0.35555555555555557,0.07638888888888888,0.29133858267716534,0.5434782608695652,0.33333333333333337,0.2571428571428571,0.01850370074014803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3611111111111111,0.2222222222222222,0.013888888888888888,0.13385826771653545,0.19021739130434784,0.16666666666666669,0.11428571428571428,0.0053010602120424095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5,0.33333333333333337,0.0625,0.23228346456692914,0.2717391304347826,0.28571428571428575,0.14285714285714285,0.029405881176235247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2777777777777778,0.19999999999999998,0.0625,0.23228346456692914,0.16304347826086957,0.16666666666666669,0.22857142857142854,0.02990598119623925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3333333333333333,0.24444444444444444,0.09722222222222222,0.27165354330708663,0.43478260869565216,0.2619047619047619,0.48571428571428565,0.01240248049609922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2777777777777778,0.1111111111111111,0.0625,0.03543307086614173,0.1358695652173913,0.11904761904761905,0.48571428571428565,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5277777777777778,0.24444444444444444,0.0625,0.13385826771653545,0.21739130434782608,0.23809523809523814,0.6,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.16666666666666666,0.13333333333333333,0.0625,0.15354330708661418,0.21739130434782608,0.09523809523809525,0.48571428571428565,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3055555555555556,0.24444444444444444,0.0625,0.25196850393700787,0.35326086956521735,0.2142857142857143,0.6285714285714286,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2611111111111111,0.1911111111111111,0.04861111111111111,0.19291338582677164,0.29891304347826086,0.14285714285714285,0.2857142857142857,0.019503900780156035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42777777777777776,0.3244444444444445,0.1111111111111111,0.3110236220472441,0.4619565217391304,0.28571428571428575,0.45714285714285713,0.0765153030606121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4166666666666667,0.13333333333333333,0.02777777777777778,0.15354330708661418,0.1358695652173913,0.11904761904761905,0.37142857142857144,0.027905581116223245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.24444444444444444,0.0625,0.25196850393700787,0.2717391304347826,0.23809523809523814,0.5142857142857142,0.03190638127625525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3611111111111111,0.17777777777777778,0.041666666666666664,0.2125984251968504,0.3260869565217391,0.14285714285714285,0.3142857142857143,0.01890378075615123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5833333333333334,0.33333333333333337,0.125,0.35039370078740156,0.48913043478260865,0.28571428571428575,0.5142857142857142,0.15493098619723944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.15555555555555556,0.03472222222222222,0.15354330708661418,0.16304347826086957,0.09523809523809525,0.48571428571428565,0.012302460492098419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.26666666666666666,0.0625,0.25196850393700787,0.21739130434782608,0.14285714285714285,0.48571428571428565,0.019903980796159234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.4,0.08333333333333334,0.35039370078740156,0.3260869565217391,0.33333333333333337,0.37142857142857144,0.05391078215643129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333334,0.04444444444444444,0.05555555555555555,0.09448818897637795,0.5163043478260869,0.16666666666666669,0.48571428571428565,0.019403880776155232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666666,0.1111111111111111,0.08333333333333334,0.15354330708661418,0.5978260869565217,0.23809523809523814,0.5714285714285714,0.05641128225645129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.26666666666666666,0.09722222222222222,0.2125984251968504,0.8967391304347826,0.40476190476190477,0.8285714285714285,0.047909581916383275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4166666666666667,0.19999999999999998,0.04861111111111111,0.27165354330708663,0.1358695652173913,0.07142857142857144,0.17142857142857143,0.019403880776155232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5277777777777778,0.2888888888888889,0.09722222222222222,0.3110236220472441,0.21739130434782608,0.19047619047619052,0.22857142857142854,0.0704140828165633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6944444444444444,0.33333333333333337,0.10416666666666667,0.35039370078740156,0.29891304347826086,0.3095238095238096,0.2857142857142857,0.1299259851970394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3888888888888889,0.13333333333333333,0.041666666666666664,0.19291338582677164,0.3260869565217391,0.04761904761904763,0.19999999999999998,0.003900780156031206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4722222222222222,0.19999999999999998,0.0625,0.25196850393700787,0.4076086956521739,0.11904761904761905,0.2857142857142857,0.00630126025205041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5555555555555556,0.26666666666666666,0.1111111111111111,0.3110236220472441,0.48913043478260865,0.23809523809523814,0.37142857142857144,0.015403080616123225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.19444444444444445,0.13333333333333333,0.05555555555555555,0.15354330708661418,0.21739130434782608,0.380952380952381,0.37142857142857144,0.04540908181636327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3611111111111111,0.26666666666666666,0.10416666666666667,0.3110236220472441,0.3804347826086956,0.4761904761904763,0.5428571428571428,0.05491098219643929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4166666666666667,0.4222222222222222,0.0625,0.15354330708661418,0.10869565217391305,0.04761904761904763,0.08571428571428572,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5,0.4888888888888889,0.0625,0.2125984251968504,0.19021739130434784,0.11904761904761905,0.17142857142857143,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.638888888888889,0.5555555555555555,0.0625,0.3110236220472441,0.24456521739130435,0.2142857142857143,0.22857142857142854,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4444444444444445,0.2222222222222222,0.0625,0.19291338582677164,0.29891304347826086,0.2142857142857143,0.48571428571428565,0.02990598119623925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5277777777777778,0.2888888888888889,0.1111111111111111,0.25196850393700787,0.3804347826086956,0.28571428571428575,0.5714285714285714,0.09491898379675935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.26666666666666666,0.07638888888888888,0.35039370078740156,0.16304347826086957,0.09523809523809525,0.05714285714285715,0.03590718143628726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3888888888888889,0.7777777777777778,0.10416666666666667,0.3700787401574803,0.6521739130434783,0.28571428571428575,0.14285714285714285,0.07841568313662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.16666666666666666,0.2888888888888889,0.013888888888888888,0.09448818897637795,0.4619565217391304,0.16666666666666669,0.22857142857142854,0.005901180236047209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3055555555555556,0.4,0.0625,0.19291338582677164,0.5978260869565217,0.23809523809523814,0.37142857142857144,0.059911982396479296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4722222222222222,0.2222222222222222,0.04861111111111111,0.20078740157480315,0.2608695652173913,0.2,0.3142857142857143,0.014902980596119223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.17777777777777778,0.09027777777777778,0.13385826771653545,0.1358695652173913,0.07142857142857144,0.39999999999999997,0.03910782156431287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5833333333333334,0.2888888888888889,0.11805555555555555,0.23228346456692914,0.2717391304347826,0.19047619047619052,0.6,0.08511702340468093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.2222222222222222,0.06944444444444445,0.25196850393700787,0.19021739130434784,0.23809523809523814,0.22857142857142854,0.08991798359671933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3611111111111111,0.33333333333333337,0.1111111111111111,0.35039370078740156,0.3260869565217391,0.3571428571428572,0.37142857142857144,0.11992398479695938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4166666666666667,0.19999999999999998,0.0625,0.3110236220472441,0.16304347826086957,0.14285714285714285,0.11428571428571428,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5555555555555556,0.3111111111111111,0.0625,0.4094488188976378,0.29891304347826086,0.380952380952381,0.2571428571428571,0.027205441088217645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3333333333333333,0.4222222222222222,0.013888888888888888,0.11417322834645668,0.19021739130434784,0.023809523809523808,0.19999999999999998,0.003900780156031206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.7777777777777778,0.09722222222222222,0.19291338582677164,0.4076086956521739,0.11904761904761905,0.37142857142857144,0.13242648529705942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.16666666666666666,0.1111111111111111,0.08333333333333334,0.11417322834645668,0.48913043478260865,0.07142857142857144,0.42857142857142855,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.25,0.17777777777777778,0.10416666666666667,0.1732283464566929,0.5706521739130435,0.16666666666666669,0.5142857142857142,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
